Station Name,Latitude,Number_Of_Bikes,Empty Slots,ll,name,category,latitude,longitude,distance,bike_location,rating,popularity,price,review_count
South Congress/Academy,30.25222,5,5,"30.25222,-97.74881",Soho House Austin,Social Clubs,30.25357,-97.74803,165.4717799,"30.25222,-97.74881",3.5,,,17
South Congress/Academy,30.25222,5,5,"30.25222,-97.74881",Burro Cheese Kitchen,Sandwiches,30.251704,-97.748737,57.80337588,"30.25222,-97.74881",4,,$,284
South Congress/Academy,30.25222,5,5,"30.25222,-97.74881",Hotel Magdalena,Hotels,30.25243742,-97.74763676,115.255598,"30.25222,-97.74881",2.5,,,13
South Congress/Academy,30.25222,5,5,"30.25222,-97.74881",Jo's Hot Coffee Good Food,Juice Bars & Smoothies,30.251045,-97.749371,141.329676,"30.25222,-97.74881",4,,$,905
8th/Red River,30.26854,6,7,"30.26854,-97.73646",The Side Bar,Bars,30.26752,-97.73643,115.2146541,"30.26854,-97.73646",4,,$,141
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Valhalla,Lounges,30.26806,-97.73684,65.45396403,"30.26854,-97.73646",4,,$,43
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Bar 508 Mezcalerita,Bars,30.2686,-97.73665,15.5340928,"30.26854,-97.73646",4.5,,$$,71
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Cheer Up Charlies,Dive Bars,30.2696098,-97.7363583,119.3564744,"30.26854,-97.73646",4,,$$,133
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Pelons Tex-Mex,Tex-Mex,30.26872,-97.7366,34.26850641,"30.26854,-97.73646",3.5,,$$,558
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Stubb's Bar-B-Q,Barbeque,30.26857,-97.73617,28.8707834,"30.26854,-97.73646",3.5,,$$,1457
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Stubb’s Waller Creek Amphitheater,Music Venues,30.26857,-97.73617,28.8707834,"30.26854,-97.73646",3.5,,$$,158
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Hoboken Pie,Pizza,30.26822,-97.73678,42.98340883,"30.26854,-97.73646",4,,$,679
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Arlo's,Vegan,30.269513,-97.736244,110.1631766,"30.26854,-97.73646",4.5,,$$,663
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Hotel Indigo Austin Downtown - University,Hotels,30.2689287,-97.7364507,58.57951644,"30.26854,-97.73646",2.5,,$$,141
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Red River Cultural District,Festivals,30.2666588,-97.7372856,13.63732475,"30.26854,-97.73646",4.5,,,4
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Holiday Inn Express & Suites Austin Downtown - University,Hotels,30.26923783,-97.7370367,95.33238967,"30.26854,-97.73646",2.5,,$$,84
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Bar-B-Q Heaven,Barbeque,30.26723289,-97.73718262,164.0811273,"30.26854,-97.73646",4,,$,84
8th/Red River,30.26854,6,7,"30.26854,-97.73646",DittyDog,Hot Dogs,30.26739594,-97.7369117,134.4063192,"30.26854,-97.73646",5,,,58
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Hyatt House Austin Downtown,Hotels,30.26973,-97.73692,137.4508047,"30.26854,-97.73646",3,,$$,79
8th/Red River,30.26854,6,7,"30.26854,-97.73646",The Guild Red River,Hotels,30.26953,-97.73575,142.0355863,"30.26854,-97.73646",4,,$$,27
8th/Red River,30.26854,6,7,"30.26854,-97.73646",Taste From India,Indian,30.267403,-97.7368458,131.7457007,"30.26854,-97.73646",3.5,,$,50
East 6th/Robert T. Martinez,30.26032,5,7,"30.26032,-97.71899",Hi Hat Public House,American (New),30.26024761,-97.71887076,13.99838782,"30.26032,-97.71899",4.5,,$$,252
East 6th/Robert T. Martinez,30.26032,5,7,"30.26032,-97.71899",Apt 115,Wine Bars,30.2616,-97.71982,163.13269,"30.26032,-97.71899",5,,$$,78
East 5th/Broadway @ Capital Metro HQ,30.2563,8,5,"30.2563,-97.71007",Capital Metropolitan Transportation Authority,Public Transportation,30.25653,-97.70975,43.99852302,"30.2563,-97.71007",2.5,,,91
6th/West,30.27041,3,10,"30.27041,-97.75046",The Grove Wine Bar & Kitchen,Wine Bars,30.27053,-97.750899,44.2201394,"30.27041,-97.75046",4,,$$,389
6th/West,30.27041,3,10,"30.27041,-97.75046",The Dogwood,Bars,30.26988,-97.75028,57.36759476,"30.27041,-97.75046",3.5,,$$,193
6th/West,30.27041,3,10,"30.27041,-97.75046",Irene's,Bars,30.269838,-97.751213,96.30519128,"30.27041,-97.75046",4,,$$,672
6th/West,30.27041,3,10,"30.27041,-97.75046",The Ranch,Bars,30.27023128,-97.75008191,41.3926514,"30.27041,-97.75046",2.5,,$$,197
6th/West,30.27041,3,10,"30.27041,-97.75046",J Carver’s,Steakhouses,30.26952488,-97.74944737,138.360245,"30.27041,-97.75046",4.5,,$$$$,142
6th/West,30.27041,3,10,"30.27041,-97.75046",Kung Fu Saloon,Arcades,30.2703265,-97.7502847,19.22541595,"30.27041,-97.75046",3.5,,$$,367
6th/West,30.27041,3,10,"30.27041,-97.75046",Taquero Mucho,Mexican,30.27005,-97.75108,71.97290252,"30.27041,-97.75046",3.5,,$$,621
6th/West,30.27041,3,10,"30.27041,-97.75046",Valhalla Esports Lounge,Bars,30.2703921,-97.75002631,41.69668545,"30.27041,-97.75046",4.5,,,24
6th/West,30.27041,3,10,"30.27041,-97.75046",Sammie’s Italian,Italian,30.27019,-97.75102,71.09452769,"30.27041,-97.75046",4,,$$$,178
6th/West,30.27041,3,10,"30.27041,-97.75046",Whiskey Tango Foxtrot Icehouse,Bars,30.26976461,-97.74985068,92.59686145,"30.27041,-97.75046",3.5,,,52
6th/West,30.27041,3,10,"30.27041,-97.75046",Asador,Tacos,30.2702542,-97.7497127,73.82769992,"30.27041,-97.75046",4.5,,,50
6th/West,30.27041,3,10,"30.27041,-97.75046",Favorite Pizza,Pizza,30.27019,-97.75071,47.85231201,"30.27041,-97.75046",4,,,58
6th/West,30.27041,3,10,"30.27041,-97.75046",Verbena,American (New),30.270107,-97.749005,136.6217609,"30.27041,-97.75046",3.5,,,156
6th/West,30.27041,3,10,"30.27041,-97.75046",Key Bar,Bars,30.26972,-97.74934,128.432629,"30.27041,-97.75046",3.5,,$$,126
6th/West,30.27041,3,10,"30.27041,-97.75046",RIO Night Club + Day Club,Dance Clubs,30.27016,-97.74921,127.0905952,"30.27041,-97.75046",2,,$$,119
6th/West,30.27041,3,10,"30.27041,-97.75046",Rustic Tap,Cocktail Bars,30.2697,-97.749188,144.0734797,"30.27041,-97.75046",3.5,,$$,111
6th/West,30.27041,3,10,"30.27041,-97.75046",Lola Savannah Coffee Downtown,Coffee & Tea,30.27056673,-97.750951,50.27040237,"30.27041,-97.75046",3.5,,$$,23
6th/West,30.27041,3,10,"30.27041,-97.75046",The Original Hoffbrau,Steakhouses,30.26958,-97.74917,144.225801,"30.27041,-97.75046",3.5,,$$,149
6th/West,30.27041,3,10,"30.27041,-97.75046",Waltons Fancy and Staple,Delis,30.269513,-97.749035,168.142992,"30.27041,-97.75046",4,,$$,887
Lake Austin/Enfield,30.29439,2,11,"30.29439,-97.78375",Hula Hut,Tex-Mex,30.29471208,-97.78439585,71.60780813,"30.29439,-97.78375",3.5,,$$,1945
Lake Austin/Enfield,30.29439,2,11,"30.29439,-97.78375",Abel's On the Lake,Breakfast & Brunch,30.29522906,-97.78420731,103.1136639,"30.29439,-97.78375",2.5,,$$,673
Lake Austin/Enfield,30.29439,2,11,"30.29439,-97.78375",Lake Austin Riverboats,Boat Charters,30.2940049,-97.784154,57.77702561,"30.29439,-97.78375",4.5,,,27
Lake Austin/Enfield,30.29439,2,11,"30.29439,-97.78375",Mozart's Coffee Roasters,Coffee & Tea,30.29554497,-97.78410316,132.8275933,"30.29439,-97.78375",4,,$$,1768
4th/Sabine,30.26438,3,14,"30.26438,-97.73657",Moonshine Patio Bar & Grill,Southern,30.263769,-97.738036,156.3300458,"30.26438,-97.73657",4.5,,$$,5618
4th/Sabine,30.26438,3,14,"30.26438,-97.73657",Kinfolk Lounge & Library,Cocktail Bars,30.26386,-97.73796,136.1824231,"30.26438,-97.73657",4.5,,,27
4th/Sabine,30.26438,3,14,"30.26438,-97.73657",Palm Door on Sabine,Venues & Event Spaces,30.26465,-97.73648,20.51779031,"30.26438,-97.73657",4.5,,,36
4th/Sabine,30.26438,3,14,"30.26438,-97.73657",Eighteenth Over Austin,Breakfast & Brunch,30.2649609,-97.73544788,125.642798,"30.26438,-97.73657",3,,$$,14
4th/Sabine,30.26438,3,14,"30.26438,-97.73657",Hilton Austin,Hotels,30.26518329,-97.73810327,172.2277111,"30.26438,-97.73657",3.5,,$$$,542
4th/Sabine,30.26438,3,14,"30.26438,-97.73657",Hilton Garden Inn Austin Downtown/Convention Center,Hotels,30.26534778,-97.73554713,145.7073644,"30.26438,-97.73657",3,,$$,234
4th/Sabine,30.26438,3,14,"30.26438,-97.73657",Austin Duck Adventures,Tours,30.264632,-97.7373791,82.60373749,"30.26438,-97.73657",4,,,282
4th/Sabine,30.26438,3,14,"30.26438,-97.73657",Austin Visitor Center,Visitor Centers,30.26540943,-97.73732095,135.2927728,"30.26438,-97.73657",4,,,41
5th/Bowie,30.2692,5,8,"30.2692,-97.7535",Tiniest Bar in Texas,Bars,30.26957,-97.75303,58.1276277,"30.2692,-97.7535",4,,$,123
5th/Bowie,30.2692,5,8,"30.2692,-97.7535",Austin's Habibi,Mediterranean,30.26957,-97.75303,57.65249497,"30.2692,-97.7535",4,,$,218
5th/Bowie,30.2692,5,8,"30.2692,-97.7535",Super Burrito on 5th,Food Trucks,30.26957,-97.75303,57.65249497,"30.2692,-97.7535",3.5,,$$,131
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",Edge Rooftop,Lounges,30.26438641,-97.74364287,181.9649745,"30.26332,-97.74508",4.5,,$$,128
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",Arlo Grey by Kristen Kish,American (New),30.26278,-97.74396,157.7977091,"30.26332,-97.74508",4,,$$$,373
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",Veracruz All Natural,Mexican,30.263026,-97.744452,68.60377464,"30.26332,-97.74508",4,,$$,302
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",Austin Rotisserie,Comfort Food,30.263536,-97.7435761,146.4192435,"30.26332,-97.74508",4.5,,$,147
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",III Forks,Steakhouses,30.26435,-97.74676,186.1739968,"30.26332,-97.74508",4,,$$$$,580
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",P6,Cocktail Bars,30.26278,-97.74396,157.7977091,"30.26332,-97.74508",3.5,,$$,332
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",Henbit,American (New),30.26368,-97.74367,131.0761937,"30.26332,-97.74508",4,,$$,99
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",Fareground At One Eleven,Food Court,30.26368,-97.74367,131.0761937,"30.26332,-97.74508",4,,$$,189
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",Mason's Famous Lobster Rolls - Austin,Seafood,30.26462674,-97.74473816,148.9660225,"30.26332,-97.74508",4,,$$,88
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",TLV Israeli Street food,Middle Eastern,30.2635186,-97.74358,145.7441001,"30.26332,-97.74508",4.5,,,187
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",Little Wu,Dim Sum,30.26374,-97.74365,131.0761937,"30.26332,-97.74508",3.5,,$$,44
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",Taco Pegaso,Tacos,30.26374,-97.74365,131.0761937,"30.26332,-97.74508",4,,,14
Cesar Chavez/Congress,30.26332,5,5,"30.26332,-97.74508",Alfred,Coffee & Tea,30.26278,-97.74396,157.7977091,"30.26332,-97.74508",4,,$$,105
16th/San Antonio,30.27924,2,10,"30.27924,-97.74371",Olamaie,Southern,30.2799,-97.74367,76.35860952,"30.27924,-97.74371",4,,$$$,521
16th/San Antonio,30.27924,2,10,"30.27924,-97.74371",Clay Pit,Indian,30.279073,-97.74232,134.760982,"30.27924,-97.74371",4,,$$,1903
16th/San Antonio,30.27924,2,10,"30.27924,-97.74371",i Fratelli Pizza Downtown Austin,Food Delivery Services,30.2780074,-97.74440577,152.4761333,"30.27924,-97.74371",4,,,65
22.5/Rio Grande,30.2862,0,5,"30.2862,-97.74516",Pluckers Wing Bar - Rio Grande,American (Traditional),30.28628468,-97.74493118,23.90379198,"30.2862,-97.74516",3.5,,$$,486
22.5/Rio Grande,30.2862,0,5,"30.2862,-97.74516",Raku Sushi and Asian Bistro,Sushi Bars,30.28669,-97.74515,61.70888374,"30.2862,-97.74516",3.5,,$$,254
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Upstairs Circus,Arts & Entertainment,30.26499,-97.74582,99.13173031,"30.26476,-97.74678",4.5,,,68
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Living Room Lounge - W Hotel Austin,Lounges,30.26535,-97.74671,72.44453732,"30.26476,-97.74678",3.5,,$$$,102
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Lamberts Downtown Barbecue,Barbeque,30.26523508,-97.74790507,120.2737299,"30.26476,-97.74678",4,,$$,1940
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",The Secret Bar,Bars,30.26535,-97.74671,72.44453732,"30.26476,-97.74678",3.5,,$$$,10
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",III Forks,Steakhouses,30.26435,-97.74676,49.13880991,"30.26476,-97.74678",4,,$$$$,580
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",CRÚ Food & Wine Bar,Wine Bars,30.26502,-97.74594,87.99544225,"30.26476,-97.74678",3.5,,$$,330
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Taverna,Italian,30.26513,-97.74633,60.71067427,"30.26476,-97.74678",3.5,,$$,1096
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",ACL Live at The Moody Theater,Music Venues,30.26526,-97.74699158,59.19426783,"30.26476,-97.74678",4,,$$,287
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",TRACE Restaurant,American (New),30.2651558,-97.7466468,45.83237171,"30.26476,-97.74678",3.5,,$$,498
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",W Austin,Hotels,30.2654658,-97.74672206,78.6784969,"30.26476,-97.74678",3.5,,$$$,381
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",The Well,Juice Bars & Smoothies,30.26572725,-97.74833726,184.2149493,"30.26476,-97.74678",4,,,214
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",La Condesa,Mexican,30.2656391,-97.7477811,137.1099887,"30.26476,-97.74678",3.5,,$$$,1502
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",BarChi Sushi,Sushi Bars,30.265278,-97.7454714,138.2474597,"30.26476,-97.74678",3.5,,$$,802
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Violet Crown Cinema,Cinema,30.26554,-97.74806,171.7716455,"30.26476,-97.74678",4,,$,419
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Yummi Joy,Candy Stores,30.26528777,-97.74811937,141.3869924,"30.26476,-97.74678",4.5,,$,58
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",3TEN Austin City Limits Live,Venues & Event Spaces,30.26534,-97.74708,103.5613341,"30.26476,-97.74678",3.5,,$$,27
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",sweetgreen,Vegetarian,30.264954,-97.7456859,107.26825,"30.26476,-97.74678",4,,,18
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Bob's Steak & Chop House - Austin Downtown,Steakhouses,30.26602364,-97.74604034,157.4454472,"30.26476,-97.74678",4,,$$$,480
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Jo's Coffee Downtown,Coffee & Tea,30.26505,-97.74606,74.66162547,"30.26476,-97.74678",3.5,,$,589
2nd/Lavaca @ City Hall,30.26476,8,10,"30.26476,-97.74678",Royal Blue Grocery,Grocery,30.265616,-97.7459139,126.4064442,"30.26476,-97.74678",4,,$$,115
8th/Lavaca,30.27048,1,8,"30.27048,-97.74467",Perry's Steakhouse & Grille - Downtown Austin,Steakhouses,30.26942366,-97.7435269,160.7724583,"30.27048,-97.74467",4,,$$$,1388
8th/Lavaca,30.27048,1,8,"30.27048,-97.74467",Capital Metro,Public Transportation,30.27139154,-97.74406305,116.9227506,"30.27048,-97.74467",2,,,119
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",Fulton,Bars,30.26198,-97.73862,52.79061959,"30.26211,-97.73875",4,,,32
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",Garrison,American (New),30.262063,-97.738145,52.79061959,"30.26211,-97.73875",4.5,,,232
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",Iron Works Barbecue,Barbeque,30.26221321,-97.73894709,22.13588642,"30.26211,-97.73875",3.5,,$$,1222
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",Fairmont Austin,Hotels,30.26198,-97.73862,52.79061959,"30.26211,-97.73875",4,,$$$,524
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",REVUE,Italian,30.26198,-97.73862,52.79061959,"30.26211,-97.73875",4,,$$,129
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",Via 313 Pizza,Pizza,30.26081,-97.73821,153.5754653,"30.26211,-97.73875",4.5,,$$,468
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",Placeholder,Tiki Bars,30.2609424,-97.73819686,140.2796693,"30.26211,-97.73875",3,,,11
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",Rules & Regs,American (New),30.26198,-97.73862,52.79061959,"30.26211,-97.73875",4,,,42
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",Stony's Pizza,Pizza,30.26095949,-97.73788055,152.7716826,"30.26211,-97.73875",4,,$,156
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",Downtown Burgers,Burgers,30.26204168,-97.73999464,119.7789277,"30.26211,-97.73875",4,,$,64
Red River/Cesar Chavez @ The Fairmont,30.26211,3,10,"30.26211,-97.73875",IHOP,American (Traditional),30.26103,-97.73732,182.4397718,"30.26211,-97.73875",2,,$,229
South Congress/Barton Springs @ The Austin American-Statesman,30.25872,2,11,"30.25872,-97.74614",Soco Bar & Bites,Cocktail Bars,30.25849,-97.74729,73.29420975,"30.25872,-97.74614",4,,$$,16
South Congress/Barton Springs @ The Austin American-Statesman,30.25872,2,11,"30.25872,-97.74614",Copper Restaurant & Bar,American (Traditional),30.25849,-97.74729,73.29420975,"30.25872,-97.74614",2.5,,$$,11
South Congress/Barton Springs @ The Austin American-Statesman,30.25872,2,11,"30.25872,-97.74614",Embassy Suites by Hilton Austin Downtown South Congress,Hotels,30.2587299,-97.7466501,49.00516911,"30.25872,-97.74614",3,,$$,189
East 6th/Pedernales,30.25902,6,5,"30.25902,-97.71479",La Holly,Tacos,30.25918659,-97.71444556,37.9152773,"30.25902,-97.71479",4,,$$,65
East 6th/Pedernales,30.25902,6,5,"30.25902,-97.71479",Taco Flats,Food Trucks,30.25901,-97.71445,31.48675728,"30.25902,-97.71479",4.5,,$,20
East 6th/Pedernales,30.25902,6,5,"30.25902,-97.71479",Cultivo,Caterers,30.2616291,-97.71942139,150.6088911,"30.25902,-97.71479",4.5,,,44
East 6th/Pedernales,30.25902,6,5,"30.25902,-97.71479",Metrocycle Pedicabs,Pedicabs,30.2603535,-97.7145152,150.6088911,"30.25902,-97.71479",5,,,29
East 6th/Pedernales,30.25902,6,5,"30.25902,-97.71479",Uber,Taxis,30.26324,-97.7206,150.6088911,"30.25902,-97.71479",2,,,149
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Kalimotxo,Basque,30.26677752,-97.74938708,68.48511509,"30.26709,-97.74947",4,,,85
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Hestia,American (New),30.266775,-97.74998,68.48511509,"30.26709,-97.74947",4.5,,,227
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Trifecta On 3rd,Lounges,30.26744,-97.74941,23.48196887,"30.26709,-97.74947",3.5,,$$,85
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Polvo's DT,Mexican,30.2673094,-97.7499037,48.27012736,"30.26709,-97.74947",3,,$$,225
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",The Peacock,Mediterranean,30.266299,-97.7501055,107.0560468,"30.26709,-97.74947",4,,$$,195
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",North Italia,Italian,30.26579507,-97.748924,153.2399245,"30.26709,-97.74947",4,,$$,628
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Flower Child,Salad,30.2660361,-97.7496528,118.4958989,"30.26709,-97.74947",4,,$$,373
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",La Piscina,Mexican,30.2660716,-97.7499454,114.4210093,"30.26709,-97.74947",4,,,66
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Austin Proper Hotel,Hotels,30.2662104,-97.7500515,112.6275664,"30.26709,-97.74947",3.5,,,78
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Austin Music Hall,Music Venues,30.26662,-97.74973,44.17667422,"30.26709,-97.74947",2,,$$,161
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Violet Crown Cinema,Cinema,30.26554,-97.74806,195.1080209,"30.26709,-97.74947",4,,$,419
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Codependent Cocktails + Coffee,Cocktail Bars,30.26770406,-97.75080261,145.0556982,"30.26709,-97.74947",3.5,,$$$,134
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Juan Pelota,Coffee & Tea,30.26813,-97.74925,114.9160282,"30.26709,-97.74947",4,,$$,149
3rd/Nueces,30.26709,2,9,"30.26709,-97.74947",Guild City Center,Hotels,30.2661798,-97.7480738,167.9968218,"30.26709,-97.74947",4,,$$,38
21st/Speedway @ PCL,30.28298,8,13,"30.28298,-97.73731",Jester 2nd Floor Dining,Buffets,30.28239415,-97.73712618,67.49239933,"30.28298,-97.73731",2.5,,$,16
21st/Speedway @ PCL,30.28298,8,13,"30.28298,-97.73731",Wendy's,Burgers,30.28281,-97.73695,105.9682164,"30.28298,-97.73731",4.5,,$,12
21st/Speedway @ PCL,30.28298,8,13,"30.28298,-97.73731",Prufrock's Java City,Coffee & Tea,30.28297398,-97.73793286,59.81172982,"30.28298,-97.73731",2.5,,$,39
10th/Red River,30.27018,6,7,"30.27018,-97.73531",Mohawk,Music Venues,30.2701302,-97.7359046,57.36987243,"30.27018,-97.73531",4,,$$,258
10th/Red River,30.27018,6,7,"30.27018,-97.73531",Cheer Up Charlies,Dive Bars,30.2696098,-97.7363583,118.9749337,"30.27018,-97.73531",4,,$$,133
10th/Red River,30.27018,6,7,"30.27018,-97.73531",Pelons Tex-Mex,Tex-Mex,30.26872,-97.7366,190.8321382,"30.27018,-97.73531",3.5,,$$,558
10th/Red River,30.27018,6,7,"30.27018,-97.73531",Arlo's,Vegan,30.269513,-97.736244,116.3879929,"30.27018,-97.73531",4.5,,$$,663
10th/Red River,30.27018,6,7,"30.27018,-97.73531",The backYard at Waller Creek,Food Trucks,30.270172,-97.734031,122.8310748,"30.27018,-97.73531",3.5,,$$,24
10th/Red River,30.27018,6,7,"30.27018,-97.73531",The Landmark,American (New),30.2706,-97.73423,122.8779044,"30.27018,-97.73531",3,,$$,2
10th/Red River,30.27018,6,7,"30.27018,-97.73531",The Guild Red River,Hotels,30.26953,-97.73575,71.16589971,"30.27018,-97.73531",4,,$$,27
10th/Red River,30.27018,6,7,"30.27018,-97.73531",Hotel Indigo Austin Downtown - University,Hotels,30.2689287,-97.7364507,161.5125705,"30.27018,-97.73531",2.5,,$$,141
10th/Red River,30.27018,6,7,"30.27018,-97.73531",Sheraton Austin Hotel at the Capitol,Hotels,30.27034911,-97.7341883,109.3502606,"30.27018,-97.73531",2.5,,$$,322
10th/Red River,30.27018,6,7,"30.27018,-97.73531",Hyatt House Austin Downtown,Hotels,30.26973,-97.73692,150.2242453,"30.27018,-97.73531",3,,$$,79
5th/Campbell,30.27454,2,9,"30.27454,-97.7645",The Mean Eyed Cat,Music Venues,30.27452,-97.76496,43.54385243,"30.27454,-97.7645",4,,$$,312
5th/Campbell,30.27454,2,9,"30.27454,-97.7645",El Arroyo 5th Street,Mexican,30.2748811,-97.7644571,38.15162483,"30.27454,-97.7645",2.5,,$$,544
5th/Campbell,30.27454,2,9,"30.27454,-97.7645",Donn's Depot,Dive Bars,30.27413,-97.76333,120.311838,"30.27454,-97.7645",4.5,,$,161
5th/Campbell,30.27454,2,9,"30.27454,-97.7645",PubCrawler of Austin,Bike tours,30.27488,-97.76334,113.4148913,"30.27454,-97.7645",5,,,199
5th/Campbell,30.27454,2,9,"30.27454,-97.7645",Metcalf Barbecue ,Barbeque,30.27452,-97.76496,43.55811745,"30.27454,-97.7645",4,,,13
5th/Campbell,30.27454,2,9,"30.27454,-97.7645",car2go Austin,Car Rental,30.275723,-97.765279,151.3266569,"30.27454,-97.7645",2.5,,,142
Rosewood/Angelina,30.26908,3,7,"30.26908,-97.72429",East Side Pies,Pizza,30.2687694,-97.7240819,39.90252508,"30.26908,-97.72429",4,,$,677
Rosewood/Angelina,30.26908,3,7,"30.26908,-97.72429",Micklethwait Craft Meats,Food Trucks,30.26846,-97.72518,98.6914843,"30.26908,-97.72429",4.5,,$$,1038
East 2nd/Pedernales,30.25544,6,4,"30.25544,-97.71677",Juniper,Italian,30.254867,-97.717182,75.00340334,"30.25544,-97.71677",4,,$$$$,615
East 2nd/Pedernales,30.25544,6,4,"30.25544,-97.71677",Atmosphere Coworking,Shared Office Spaces,30.2549608,-97.7175678,93.33310817,"30.25544,-97.71677",5,,,4
East 2nd/Pedernales,30.25544,6,4,"30.25544,-97.71677",The Vegan Nom,Vegan,30.255168,-97.718217,142.2355068,"30.25544,-97.71677",4.5,,$$,577
East 2nd/Pedernales,30.25544,6,4,"30.25544,-97.71677",Blue Owl Brewing,Breweries,30.254581,-97.716934,96.80649622,"30.25544,-97.71677",4.5,,$$,202
East 2nd/Pedernales,30.25544,6,4,"30.25544,-97.71677",Counter Culture,Vegan,30.25466248,-97.71789499,138.3850494,"30.25544,-97.71677",4.5,,$$,910
East 2nd/Pedernales,30.25544,6,4,"30.25544,-97.71677",Nom Burgers,Vegan,30.2550902,-97.7182267,145.2202844,"30.25544,-97.71677",4,,,27
East 2nd/Pedernales,30.25544,6,4,"30.25544,-97.71677",Milky Way Shakes,Ice Cream & Frozen Yogurt,30.255104,-97.7182267,144.8168228,"30.25544,-97.71677",4.5,,$$,116
East 2nd/Pedernales,30.25544,6,4,"30.25544,-97.71677",la Barbecue,Barbeque,30.25456791,-97.7175825,124.4741812,"30.25544,-97.71677",4.5,,$$,2791
