Station_Name,Latitude,Longitude,Number of Bikes,Empty Slots,ll,name,category,latitude,longitude,distance,bike_location,rating,popularity,price,review_count
Rainey/Driskill,30.26078,-97.73808,6,5,"30.26078,-97.73808",The Drafting Room,Wine Bars,30.25994,-97.7386,108.1088471735076,"30.26078,-97.73808",8.0,,3.3,43.0
Rainey/Driskill,30.26078,-97.73808,6,5,"30.26078,-97.73808",NADC Burger,Burgers,30.259519,-97.738185,141.24913239287994,"30.26078,-97.73808",8.0,,,14.0
Rainey/Driskill,30.26078,-97.73808,6,5,"30.26078,-97.73808",BOCA,Food Trucks,30.2603574112155,-97.7385978796388,68.42517577457063,"30.26078,-97.73808",9.0,,1.7,35.0
Rainey/Driskill,30.26078,-97.73808,6,5,"30.26078,-97.73808",Tommy Want Wingy,Chicken Wings,30.26068624204496,-97.73838203748647,30.825252146821036,"30.26078,-97.73808",8.0,,1.7,368.0
Rainey/Driskill,30.26078,-97.73808,6,5,"30.26078,-97.73808",Hotel Van Zandt,Hotels,30.2601536042207,-97.7389892523869,111.7030952702598,"30.26078,-97.73808",7.0,,5,391.0
Rainey/Driskill,30.26078,-97.73808,6,5,"30.26078,-97.73808",Bummer Burrito,Food Trucks,30.25986,-97.73806,105.0865067634154,"30.26078,-97.73808",9.0,,,38.0
Rainey/Driskill,30.26078,-97.73808,6,5,"30.26078,-97.73808",Stagger Lee,Bars,30.2596832436618,-97.738326667815,124.2334245436398,"30.26078,-97.73808",7.0,,3.3,33.0
Rainey/Driskill,30.26078,-97.73808,6,5,"30.26078,-97.73808",Rules & Regs,American (New),30.26198,-97.73862,150.24950601722497,"30.26078,-97.73808",8.0,,,42.0
South Congress/Elizabeth,30.24891,-97.75019,4,7,"30.24891,-97.75019",Lobby Bar,Bars,30.247746015893096,-97.74987414335963,132.93745256782165,"30.24891,-97.75019",10.0,,,1.0
South Congress/Elizabeth,30.24891,-97.75019,4,7,"30.24891,-97.75019",Perla's,Seafood,30.24995,-97.74993,118.64234387425672,"30.24891,-97.75019",8.0,,5,1799.0
South Congress/Elizabeth,30.24891,-97.75019,4,7,"30.24891,-97.75019",Hopdoddy Burger Bar,Burgers,30.249649,-97.749907,86.55251151790837,"30.24891,-97.75019",8.0,,3.3,5150.0
South Congress/Elizabeth,30.24891,-97.75019,4,7,"30.24891,-97.75019",More Home Slice Pizza,Pizza,30.249255,-97.749626,66.38212562336923,"30.24891,-97.75019",9.0,,1.7,545.0
South Congress/Elizabeth,30.24891,-97.75019,4,7,"30.24891,-97.75019",Güero's Taco Bar,Mexican,30.249373,-97.750189,51.48328354336731,"30.24891,-97.75019",6.0,,3.3,1849.0
South Congress/Elizabeth,30.24891,-97.75019,4,7,"30.24891,-97.75019",Home Slice Pizza,Pizza,30.2492254,-97.74955321609524,70.50724812947632,"30.24891,-97.75019",9.0,,3.3,4458.0
South Congress/Elizabeth,30.24891,-97.75019,4,7,"30.24891,-97.75019",Gelato Paradiso,Desserts,30.24977,-97.75012,95.86362448864614,"30.24891,-97.75019",10.0,,3.3,101.0
12th/San Jacinto @ State Capitol Visitors Garage,30.27336,-97.73805,8,5,"30.27336,-97.73805",La Quinta Inn by Wyndham Austin Capitol / Downtown,Hotels,30.272241,-97.738188,125.13073195603508,"30.27336,-97.73805",4.0,,3.3,164.0
5th/Bowie,30.2692,-97.7535,5,8,"30.2692,-97.7535",Tiniest Bar in Texas,Bars,30.26957,-97.75303,58.12762769888474,"30.2692,-97.7535",8.0,,1.7,123.0
5th/Bowie,30.2692,-97.7535,5,8,"30.2692,-97.7535",Austin's Habibi,Mediterranean,30.26957,-97.75303,57.652494969641566,"30.2692,-97.7535",8.0,,1.7,218.0
5th/Bowie,30.2692,-97.7535,5,8,"30.2692,-97.7535",Super Burrito on 5th,Food Trucks,30.26957,-97.75303,57.652494969641566,"30.2692,-97.7535",7.0,,3.3,131.0
6th/Trinity,30.26735,-97.73933,6,5,"30.26735,-97.73933",The Jackalope,Dive Bars,30.26732,-97.73892,38.769263093301454,"30.26735,-97.73933",7.0,,3.3,1009.0
6th/Trinity,30.26735,-97.73933,6,5,"30.26735,-97.73933",Shakespeare's Pub,Pubs,30.26752,-97.73971,42.11635735920067,"30.26735,-97.73933",6.0,,1.7,243.0
6th/Trinity,30.26735,-97.73933,6,5,"30.26735,-97.73933",Seven Grand,Whiskey Bars,30.26766,-97.73864,73.32254815383726,"30.26735,-97.73933",9.0,,3.3,100.0
6th/Trinity,30.26735,-97.73933,6,5,"30.26735,-97.73933",Buckshot,Bars,30.26714,-97.73833,97.85999539093277,"30.26735,-97.73933",8.0,,1.7,114.0
6th/Trinity,30.26735,-97.73933,6,5,"30.26735,-97.73933",Eden Cocktail Room,Speakeasies,30.26778,-97.74072,141.79583655966275,"30.26735,-97.73933",9.0,,,53.0
6th/Trinity,30.26735,-97.73933,6,5,"30.26735,-97.73933",Azul Rooftop,Cocktail Bars,30.266635,-97.740319,129.0849530395155,"30.26735,-97.73933",8.0,,3.3,98.0
6th/Trinity,30.26735,-97.73933,6,5,"30.26735,-97.73933",Midnight Cowboy,Speakeasies,30.266983,-97.740028,67.53284496503439,"30.26735,-97.73933",8.0,,3.3,501.0
6th/Trinity,30.26735,-97.73933,6,5,"30.26735,-97.73933",Pete's Dueling Piano Bar,Bars,30.266916118202,-97.7386209368706,83.45507616855011,"30.26735,-97.73933",8.0,,3.3,546.0
6th/Trinity,30.26735,-97.73933,6,5,"30.26735,-97.73933",Chupacabra Cantina Y Tacqueria,Bars,30.267735,-97.739205,44.46129384338028,"30.26735,-97.73933",7.0,,3.3,482.0
6th/Trinity,30.26735,-97.73933,6,5,"30.26735,-97.73933",Vulcan Gas Company,Bars,30.267162322998,-97.7384643554688,85.66202165442571,"30.26735,-97.73933",6.0,,3.3,97.0
6th/Trinity,30.26735,-97.73933,6,5,"30.26735,-97.73933",Peckerheads on Sixth,Bars,30.267614,-97.738949,46.91027822676983,"30.26735,-97.73933",6.0,,1.7,47.0
6th/Trinity,30.26735,-97.73933,6,5,"30.26735,-97.73933",Coyote Ugly,Bars,30.2664833068848,-97.7381896972656,146.69668395354188,"30.26735,-97.73933",4.0,,3.3,150.0
6th/Trinity,30.26735,-97.73933,6,5,"30.26735,-97.73933",The Backspace,Italian,30.26685,-97.74043,110.11181236476293,"30.26735,-97.73933",8.0,,3.3,713.0
6th/Trinity,30.26735,-97.73933,6,5,"30.26735,-97.73933",Voodoo Room,Bars,30.266626,-97.738701,100.64854974095924,"30.26735,-97.73933",5.0,,3.3,31.0
6th/Trinity,30.26735,-97.73933,6,5,"30.26735,-97.73933",Touche',Bars,30.26666,-97.73875,91.05291692955038,"30.26735,-97.73933",7.0,,1.7,59.0
6th/Trinity,30.26735,-97.73933,6,5,"30.26735,-97.73933",Eddie V's Prime Seafood,Seafood,30.26620480650315,-97.74060203802873,176.46326645556067,"30.26735,-97.73933",9.0,,5,1327.0
6th/Trinity,30.26735,-97.73933,6,5,"30.26735,-97.73933",Stella San Jac,American (New),30.266563608088514,-97.74057562761148,148.17832426216435,"30.26735,-97.73933",8.0,,3.3,931.0
6th/Trinity,30.26735,-97.73933,6,5,"30.26735,-97.73933",The Lodge Austin,Bars,30.26685,-97.73884,79.0492225723511,"30.26735,-97.73933",7.0,,1.7,36.0
6th/Trinity,30.26735,-97.73933,6,5,"30.26735,-97.73933",Antone's Nightclub,Jazz & Blues,30.2660523,-97.7403876,176.45997306863396,"30.26735,-97.73933",8.0,,3.3,116.0
6th/Trinity,30.26735,-97.73933,6,5,"30.26735,-97.73933",Happy Chicks,Bars,30.26763931258039,-97.740781,143.01472479372015,"30.26735,-97.73933",8.0,,3.3,295.0
Barton Springs/Bouldin @ Palmer Auditorium,30.25971,-97.75346,8,7,"30.25971,-97.75346",Terry Black's Barbecue,Barbeque,30.2596915716907,-97.7548013627529,128.84685512159092,"30.25971,-97.75346",9.0,,3.3,5575.0
Barton Springs/Bouldin @ Palmer Auditorium,30.25971,-97.75346,8,7,"30.25971,-97.75346",Palmer Events Center,Venues & Event Spaces,30.26024,-97.75382,126.45201415260831,"30.25971,-97.75346",8.0,,,43.0
East 11th/San Marcos,30.26968,-97.73074,2,7,"30.26968,-97.73074",Old Thousand,Cocktail Bars,30.2695805,-97.7296569,104.60208054454392,"30.26968,-97.73074",8.0,,3.3,451.0
East 11th/San Marcos,30.26968,-97.73074,2,7,"30.26968,-97.73074",Franklin Barbecue,Barbeque,30.2701348,-97.7313451068641,77.03488629633866,"30.26968,-97.73074",9.0,,3.3,5723.0
East 11th/Victory Grill,30.26896,-97.72843,2,7,"30.26896,-97.72843",The Victory Grill,American (Traditional),30.2692,-97.72858,33.90130457859117,"30.26896,-97.72843",9.0,,,58.0
East 11th/Victory Grill,30.26896,-97.72843,2,7,"30.26896,-97.72843",Nickel City,Dive Bars,30.26856,-97.7281,55.76686865802656,"30.26896,-97.72843",8.0,,1.7,132.0
East 11th/Victory Grill,30.26896,-97.72843,2,7,"30.26896,-97.72843",Old Thousand,Cocktail Bars,30.2695805,-97.7296569,136.54069388201867,"30.26896,-97.72843",8.0,,3.3,451.0
East 11th/Victory Grill,30.26896,-97.72843,2,7,"30.26896,-97.72843",Hillside Farmacy,American (New),30.2680931091309,-97.7269134521484,173.44632928181082,"30.26896,-97.72843",7.0,,3.3,1009.0
East 11th/Victory Grill,30.26896,-97.72843,2,7,"30.26896,-97.72843",The Frances Modern,Hotels,30.2687289670878,-97.7283888838761,25.9913470609129,"30.26896,-97.72843",10.0,,5,20.0
East 11th/Victory Grill,30.26896,-97.72843,2,7,"30.26896,-97.72843",Try Hard Coffee Roasters,Coffee Roasteries,30.268805,-97.728751,35.03447199938609,"30.26896,-97.72843",10.0,,1.7,116.0
East 11th/Victory Grill,30.26896,-97.72843,2,7,"30.26896,-97.72843",Paperboy,Coffee & Tea,30.2684012,-97.7275558531846,104.4429621086426,"30.26896,-97.72843",9.0,,3.3,827.0
East 11th/Victory Grill,30.26896,-97.72843,2,7,"30.26896,-97.72843",Tony's Jamaican Food,Caribbean,30.2687816619873,-97.7279052734375,54.1538027966412,"30.26896,-97.72843",9.0,,3.3,288.0
East 11th/Victory Grill,30.26896,-97.72843,2,7,"30.26896,-97.72843",Quickie Pickie,"Beer, Wine & Spirits",30.268796,-97.727235,116.20231968089224,"30.26896,-97.72843",8.0,,3.3,250.0
Barton Springs/Riverside,30.25866,-97.74895,4,3,"30.25866,-97.74895",Aussie's Grill & Beach Bar,Bars,30.25898,-97.74808,79.62986468832172,"30.25866,-97.74895",6.0,,3.3,204.0
13th/Trinity @ Waterloo Greenway,30.2741,-97.73666,5,6,"30.2741,-97.73666",Moody Amphitheater,Stadiums & Arenas,30.2745103281964,-97.7361918,64.05692063702027,"30.2741,-97.73666",6.0,,5,20.0
23rd/San Jacinto @ DKR Stadium,30.2856,-97.7335,12,9,"30.2856,-97.7335",Texas Expresso,Coffee & Tea,30.28447,-97.7343,173.65525890711567,"30.2856,-97.7335",8.0,,1.7,36.0
3rd/Nueces,30.26709,-97.74947,2,9,"30.26709,-97.74947",Kalimotxo,Basque,30.2667775234651,-97.7493870826956,68.48511509259784,"30.26709,-97.74947",8.0,,,85.0
3rd/Nueces,30.26709,-97.74947,2,9,"30.26709,-97.74947",Hestia,American (New),30.266775,-97.74998,68.48511509259784,"30.26709,-97.74947",9.0,,,227.0
3rd/Nueces,30.26709,-97.74947,2,9,"30.26709,-97.74947",Trifecta On 3rd,Lounges,30.26744,-97.74941,23.481968874039406,"30.26709,-97.74947",7.0,,3.3,85.0
3rd/Nueces,30.26709,-97.74947,2,9,"30.26709,-97.74947",Polvo's DT,Mexican,30.2673094,-97.7499037,48.27012735943781,"30.26709,-97.74947",6.0,,3.3,225.0
3rd/Nueces,30.26709,-97.74947,2,9,"30.26709,-97.74947",The Peacock,Mediterranean,30.266299,-97.7501055,107.05604682436834,"30.26709,-97.74947",8.0,,3.3,195.0
3rd/Nueces,30.26709,-97.74947,2,9,"30.26709,-97.74947",North Italia,Italian,30.26579507333844,-97.748924,153.23992445362205,"30.26709,-97.74947",8.0,,3.3,628.0
3rd/Nueces,30.26709,-97.74947,2,9,"30.26709,-97.74947",Flower Child,Salad,30.2660361,-97.7496528,118.49589891830192,"30.26709,-97.74947",8.0,,3.3,373.0
3rd/Nueces,30.26709,-97.74947,2,9,"30.26709,-97.74947",La Piscina,Mexican,30.2660716,-97.7499454,114.42100926825889,"30.26709,-97.74947",8.0,,,66.0
3rd/Nueces,30.26709,-97.74947,2,9,"30.26709,-97.74947",Austin Proper Hotel,Hotels,30.2662104,-97.7500515,112.62756636421074,"30.26709,-97.74947",7.0,,,78.0
3rd/Nueces,30.26709,-97.74947,2,9,"30.26709,-97.74947",Austin Music Hall,Music Venues,30.26662,-97.74973,44.17667422308454,"30.26709,-97.74947",4.0,,3.3,161.0
3rd/Nueces,30.26709,-97.74947,2,9,"30.26709,-97.74947",Violet Crown Cinema,Cinema,30.26554,-97.74806,195.10802089373445,"30.26709,-97.74947",8.0,,1.7,419.0
3rd/Nueces,30.26709,-97.74947,2,9,"30.26709,-97.74947",Codependent Cocktails + Coffee,Cocktail Bars,30.26770406094419,-97.75080261391412,145.05569819703155,"30.26709,-97.74947",7.0,,5,134.0
3rd/Nueces,30.26709,-97.74947,2,9,"30.26709,-97.74947",Juan Pelota,Coffee & Tea,30.26813,-97.74925,114.9160282363366,"30.26709,-97.74947",8.0,,3.3,149.0
3rd/Nueces,30.26709,-97.74947,2,9,"30.26709,-97.74947",Guild City Center,Hotels,30.2661798,-97.7480738,167.9968217566169,"30.26709,-97.74947",8.0,,3.3,38.0
Rainey/Cummings,30.25579,-97.73982,1,14,"30.25579,-97.73982",Emmer & Rye,Tapas/Small Plates,30.256941357994524,-97.73933237013148,136.32313415773527,"30.25579,-97.73982",8.0,,5,813.0
Rainey/Cummings,30.25579,-97.73982,1,14,"30.25579,-97.73982",Salvation Pizza - Rainey Street,Pizza,30.25684,-97.73938,135.2187287841037,"30.25579,-97.73982",7.0,,3.3,200.0
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Hotel San José,Hotels,30.25066,-97.74966,57.19782035995739,"30.25103,-97.74926",8.0,,3.3,413.0
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Lucky Robot,Sushi Bars,30.25085147601561,-97.7490062850641,31.43186052358511,"30.25103,-97.74926",8.0,,3.3,1306.0
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Perla's,Seafood,30.24995,-97.74993,139.38019016770747,"30.25103,-97.74926",8.0,,5,1799.0
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Continental Club,Dive Bars,30.2504978179932,-97.7490234375,63.07835322837807,"30.25103,-97.74926",8.0,,3.3,374.0
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Joann’s Fine Foods,Diners,30.25157,-97.74915,56.30205937654141,"30.25103,-97.74926",8.0,,3.3,283.0
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Austin Motel,Hotels,30.25175,-97.7491,72.05015816751177,"30.25103,-97.74926",7.0,,3.3,188.0
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Kimber Modern,Hotels,30.250104,-97.748397,132.18742561467948,"30.25103,-97.74926",10.0,,5,157.0
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Jo's Hot Coffee Good Food,Juice Bars & Smoothies,30.251045,-97.749371,10.791558010882284,"30.25103,-97.74926",8.0,,1.7,905.0
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Burro Cheese Kitchen,Sandwiches,30.251704,-97.748737,90.2242117828886,"30.25103,-97.74926",8.0,,1.7,284.0
South Congress/James,30.25103,-97.74926,7,2,"30.25103,-97.74926",Gelato Paradiso,Desserts,30.24977,-97.75012,162.6447318809266,"30.25103,-97.74926",10.0,,3.3,101.0
21st/Speedway @ PCL,30.28298,-97.73731,3,18,"30.28298,-97.73731",Jester 2nd Floor Dining,Buffets,30.2823941491806,-97.7371261829726,67.49239932729365,"30.28298,-97.73731",5.0,,1.7,16.0
21st/Speedway @ PCL,30.28298,-97.73731,3,18,"30.28298,-97.73731",Wendy's,Burgers,30.28281,-97.73695,105.9682164191915,"30.28298,-97.73731",9.0,,1.7,12.0
21st/Speedway @ PCL,30.28298,-97.73731,3,18,"30.28298,-97.73731",Prufrock's Java City,Coffee & Tea,30.2829739823808,-97.7379328586676,59.81172982147644,"30.28298,-97.73731",5.0,,1.7,39.0
23rd/Pearl,30.28731,-97.7465,1,10,"30.28731,-97.7465",Arab Cowboy Cafe & Hookah Lounge,Hookah Bars,30.2879009246826,-97.7470092773438,77.90590862435559,"30.28731,-97.7465",7.0,,3.3,110.0
23rd/Pearl,30.28731,-97.7465,1,10,"30.28731,-97.7465",Raku Sushi and Asian Bistro,Sushi Bars,30.28669,-97.74515,116.9172104577776,"30.28731,-97.7465",7.0,,3.3,254.0
10th/Red River,30.27018,-97.73531,6,7,"30.27018,-97.73531",Mohawk,Music Venues,30.2701302,-97.7359046,57.36987242671954,"30.27018,-97.73531",8.0,,3.3,258.0
10th/Red River,30.27018,-97.73531,6,7,"30.27018,-97.73531",Cheer Up Charlies,Dive Bars,30.2696098,-97.7363583,118.97493368311474,"30.27018,-97.73531",8.0,,3.3,133.0
10th/Red River,30.27018,-97.73531,6,7,"30.27018,-97.73531",Pelons Tex-Mex,Tex-Mex,30.26872,-97.7366,190.8321381982811,"30.27018,-97.73531",7.0,,3.3,558.0
10th/Red River,30.27018,-97.73531,6,7,"30.27018,-97.73531",Arlo's,Vegan,30.269513,-97.736244,116.38799286774533,"30.27018,-97.73531",9.0,,3.3,663.0
10th/Red River,30.27018,-97.73531,6,7,"30.27018,-97.73531",The backYard at Waller Creek,Food Trucks,30.270172,-97.734031,122.83107482209368,"30.27018,-97.73531",7.0,,3.3,24.0
10th/Red River,30.27018,-97.73531,6,7,"30.27018,-97.73531",The Landmark,American (New),30.2706,-97.73423,122.87790444977524,"30.27018,-97.73531",6.0,,3.3,2.0
10th/Red River,30.27018,-97.73531,6,7,"30.27018,-97.73531",The Guild Red River,Hotels,30.26953,-97.73575,71.16589970630986,"30.27018,-97.73531",8.0,,3.3,27.0
10th/Red River,30.27018,-97.73531,6,7,"30.27018,-97.73531",Hotel Indigo Austin Downtown - University,Hotels,30.2689287,-97.7364507,161.51257053648052,"30.27018,-97.73531",5.0,,3.3,141.0
10th/Red River,30.27018,-97.73531,6,7,"30.27018,-97.73531",Sheraton Austin Hotel at the Capitol,Hotels,30.27034910950312,-97.7341883024051,109.35026055195698,"30.27018,-97.73531",5.0,,3.3,322.0
10th/Red River,30.27018,-97.73531,6,7,"30.27018,-97.73531",Hyatt House Austin Downtown,Hotels,30.26973,-97.73692,150.22424529844258,"30.27018,-97.73531",6.0,,3.3,79.0
5th/Campbell,30.27454,-97.7645,3,8,"30.27454,-97.7645",The Mean Eyed Cat,Music Venues,30.27452,-97.76496,43.54385242736839,"30.27454,-97.7645",8.0,,3.3,312.0
5th/Campbell,30.27454,-97.7645,3,8,"30.27454,-97.7645",El Arroyo 5th Street,Mexican,30.2748811,-97.7644571,38.151624829766085,"30.27454,-97.7645",5.0,,3.3,544.0
5th/Campbell,30.27454,-97.7645,3,8,"30.27454,-97.7645",Donn's Depot,Dive Bars,30.27413,-97.76333,120.31183804059393,"30.27454,-97.7645",9.0,,1.7,161.0
5th/Campbell,30.27454,-97.7645,3,8,"30.27454,-97.7645",PubCrawler of Austin,Bike tours,30.27488,-97.76334,113.41489128388804,"30.27454,-97.7645",10.0,,,199.0
5th/Campbell,30.27454,-97.7645,3,8,"30.27454,-97.7645",Metcalf Barbecue ,Barbeque,30.27452,-97.76496,43.55811745265036,"30.27454,-97.7645",8.0,,,13.0
5th/Campbell,30.27454,-97.7645,3,8,"30.27454,-97.7645",car2go Austin,Car Rental,30.275723,-97.765279,151.32665693935388,"30.27454,-97.7645",5.0,,,142.0
Dean Keeton/Whitis,30.2898,-97.74041,2,15,"30.2898,-97.74041",Hole in the Wall,Music Venues,30.29005,-97.74161,134.4583809199705,"30.2898,-97.74041",8.0,,1.7,191.0
Dean Keeton/Whitis,30.2898,-97.74041,2,15,"30.2898,-97.74041",Zombie Taco,Tacos,30.2900268,-97.7412256,93.97717297810486,"30.2898,-97.74041",8.0,,,45.0
Dean Keeton/Whitis,30.2898,-97.74041,2,15,"30.2898,-97.74041",Moody's Kitchen and Bar,Pizza,30.289924222886302,-97.74158495039312,113.65537966820207,"30.2898,-97.74041",7.0,,,46.0
Dean Keeton/Whitis,30.2898,-97.74041,2,15,"30.2898,-97.74041",Moxy Austin - University,Hotels,30.290179970705665,-97.741649,126.24259983522646,"30.2898,-97.74041",7.0,,,39.0
Dean Keeton/Whitis,30.2898,-97.74041,2,15,"30.2898,-97.74041",Cava,Mediterranean,30.2885622487397,-97.741684423978,184.16175277941517,"30.2898,-97.74041",8.0,,3.3,162.0
Dean Keeton/Whitis,30.2898,-97.74041,2,15,"30.2898,-97.74041",Littlefield Patio Cafe,Pizza,30.2893128,-97.739742,83.9556266849645,"30.2898,-97.74041",6.0,,1.7,24.0
Rosewood/Angelina,30.26908,-97.72429,3,7,"30.26908,-97.72429",East Side Pies,Pizza,30.2687694,-97.7240819,39.90252508133136,"30.26908,-97.72429",8.0,,1.7,677.0
Rosewood/Angelina,30.26908,-97.72429,3,7,"30.26908,-97.72429",Micklethwait Craft Meats,Food Trucks,30.26846,-97.72518,98.69148430281632,"30.26908,-97.72429",9.0,,3.3,1038.0
6th/Lavaca,30.26889,-97.74525,2,10,"30.26889,-97.74525",Garage,Cocktail Bars,30.26796,-97.7440893,152.0500056822152,"30.26889,-97.74525",9.0,,3.3,332.0
6th/Lavaca,30.26889,-97.74525,2,10,"30.26889,-97.74525",The Iron Bear,Dance Clubs,30.268522,-97.745513,55.67649198808604,"30.26889,-97.74525",8.0,,1.7,110.0
6th/Lavaca,30.26889,-97.74525,2,10,"30.26889,-97.74525",The Roosevelt Room,Cocktail Bars,30.2677,-97.74627,169.94092698896532,"30.26889,-97.74525",9.0,,5,673.0
6th/Lavaca,30.26889,-97.74525,2,10,"30.26889,-97.74525",Comedor,Mexican,30.267721,-97.744204,164.79557471058808,"30.26889,-97.74525",8.0,,5,381.0
6th/Lavaca,30.26889,-97.74525,2,10,"30.26889,-97.74525",The Belmont,Music Venues,30.268566,-97.745682,54.72967045114181,"30.26889,-97.74525",7.0,,3.3,90.0
6th/Lavaca,30.26889,-97.74525,2,10,"30.26889,-97.74525",Lonesome Dove Western Bistro - Austin,American (New),30.2682,-97.74402,137.2222562273642,"30.26889,-97.74525",7.0,,,27.0
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Upstairs at Caroline,Cocktail Bars,30.26873,-97.74217,163.542126780769,"30.26756,-97.7415",9.0,,3.3,462.0
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Firehouse Lounge,Lounges,30.268173,-97.741043,81.22061209564163,"30.26756,-97.7415",8.0,,3.3,508.0
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Eden Cocktail Room,Speakeasies,30.26778,-97.74072,78.80189181249864,"30.26756,-97.7415",9.0,,,53.0
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Eureka!,American (Traditional),30.267842749166107,-97.74124011397362,40.1424986532962,"30.26756,-97.7415",8.0,,3.3,994.0
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Here Nor There,Cocktail Bars,30.26847,-97.74139,104.45889339666786,"30.26756,-97.7415",9.0,,3.3,217.0
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Friends Bar,Music Venues,30.26777,-97.7407999,60.88720758857759,"30.26756,-97.7415",8.0,,3.3,168.0
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",The Driskill Bar,Lounges,30.26855810829781,-97.74163316149262,111.71880417768062,"30.26756,-97.7415",8.0,,3.3,430.0
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Azul Rooftop,Cocktail Bars,30.266635,-97.740319,150.30527050970304,"30.26756,-97.7415",8.0,,3.3,98.0
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Thompson Austin,Hotels,30.26689,-97.74077,98.3108715415306,"30.26756,-97.7415",8.0,,,19.0
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Happy Chicks,Bars,30.26763931258039,-97.740781,69.61137859728647,"30.26756,-97.7415",8.0,,3.3,295.0
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",BBG’s,Sports Bars,30.26776,-97.74057,82.224104787697,"30.26756,-97.7415",7.0,,3.3,74.0
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",The Driskill Grill,American (New),30.2686613206705,-97.7417146061516,124.18333642847988,"30.26756,-97.7415",8.0,,$$$$,225.0
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Floppy Disk Repair,Bars,30.266584,-97.742075,121.76752541507652,"30.26756,-97.7415",7.0,,3.3,194.0
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Small Victory,Cocktail Bars,30.2689112,-97.7416833,151.27414532003274,"30.26756,-97.7415",9.0,,3.3,149.0
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Diner Bar,American (New),30.266780847868848,-97.74132597060029,88.23502674774709,"30.26756,-97.7415",8.0,,,46.0
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Darwin's Pub,Pubs,30.2671718597412,-97.7406845092773,86.5228981403621,"30.26756,-97.7415",7.0,,1.7,123.0
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Midnight Cowboy,Speakeasies,30.266983,-97.740028,156.36131626773596,"30.26756,-97.7415",8.0,,3.3,501.0
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",The Driskill,Hotels,30.26816569330237,-97.74175793799918,71.76100229290817,"30.26756,-97.7415",8.0,,5,593.0
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",The Backspace,Italian,30.26685,-97.74043,121.55174712150529,"30.26756,-97.7415",8.0,,3.3,713.0
6th/Brazos,30.26756,-97.7415,7,4,"30.26756,-97.7415",Caroline,Bakeries,30.26873,-97.74217,163.542126780769,"30.26756,-97.7415",9.0,,3.3,1141.0
East 2nd/Pedernales,30.25544,-97.71677,6,4,"30.25544,-97.71677",Juniper,Italian,30.254867,-97.717182,75.00340334414228,"30.25544,-97.71677",8.0,,$$$$,615.0
East 2nd/Pedernales,30.25544,-97.71677,6,4,"30.25544,-97.71677",Atmosphere Coworking,Shared Office Spaces,30.2549608,-97.7175678,93.33310816740466,"30.25544,-97.71677",10.0,,,4.0
East 2nd/Pedernales,30.25544,-97.71677,6,4,"30.25544,-97.71677",The Vegan Nom,Vegan,30.255168,-97.718217,142.23550678367934,"30.25544,-97.71677",9.0,,3.3,577.0
East 2nd/Pedernales,30.25544,-97.71677,6,4,"30.25544,-97.71677",Blue Owl Brewing,Breweries,30.254581,-97.716934,96.80649622177847,"30.25544,-97.71677",9.0,,3.3,202.0
East 2nd/Pedernales,30.25544,-97.71677,6,4,"30.25544,-97.71677",Counter Culture,Vegan,30.25466247916867,-97.71789499059172,138.3850494031725,"30.25544,-97.71677",9.0,,3.3,910.0
East 2nd/Pedernales,30.25544,-97.71677,6,4,"30.25544,-97.71677",Nom Burgers,Vegan,30.2550902,-97.7182267,145.2202843884721,"30.25544,-97.71677",8.0,,,27.0
